id	H vs not-H	c100	c97.5	c95	c92.5	c90	c87.5	c85	c82.5	c80
C_507	0	c100_3998	c97.5_2782	c95_1783	c92.5_1231	c90_866	c87.5_623	c85_433	c82.5_311	c80_222
C_511	0	c100_3998	c97.5_2782	c95_1783	c92.5_1231	c90_866	c87.5_623	c85_433	c82.5_311	c80_222
CE_R_09_0319	0	c100_3998	c97.5_2782	c95_1783	c92.5_1231	c90_866	c87.5_623	c85_433	c82.5_311	c80_222
CE_R_09_0590	0	c100_3998	c97.5_2782	c95_1783	c92.5_1231	c90_866	c87.5_623	c85_433	c82.5_311	c80_222
C505	0	c100_3996	c97.5_2781	c95_1783	c92.5_1231	c90_866	c87.5_623	c85_433	c82.5_311	c80_222
CE_R_11_0033	0	c100_3996	c97.5_2781	c95_1783	c92.5_1231	c90_866	c87.5_623	c85_433	c82.5_311	c80_222
CE_R_10_0005	0	c100_3996	c97.5_2781	c95_1783	c92.5_1231	c90_866	c87.5_623	c85_433	c82.5_311	c80_222
CE_R_10_0089	0	c100_3996	c97.5_2781	c95_1783	c92.5_1231	c90_866	c87.5_623	c85_433	c82.5_311	c80_222
10_056301_1	0	c100_3991	c97.5_2779	c95_1782	c92.5_1230	c90_866	c87.5_623	c85_433	c82.5_311	c80_222
10_056301_3	0	c100_3991	c97.5_2779	c95_1782	c92.5_1230	c90_866	c87.5_623	c85_433	c82.5_311	c80_222
10_056302_2	0	c100_3991	c97.5_2779	c95_1782	c92.5_1230	c90_866	c87.5_623	c85_433	c82.5_311	c80_222
C_1180	0	c100_3990	c97.5_2779	c95_1782	c92.5_1230	c90_866	c87.5_623	c85_433	c82.5_311	c80_222
C_1186	0	c100_3990	c97.5_2779	c95_1782	c92.5_1230	c90_866	c87.5_623	c85_433	c82.5_311	c80_222
10_007008_5	0	c100_3988	c97.5_2777	c95_1781	c92.5_1230	c90_866	c87.5_623	c85_433	c82.5_311	c80_222
10_007008_6	0	c100_3987	c97.5_2777	c95_1781	c92.5_1230	c90_866	c87.5_623	c85_433	c82.5_311	c80_222
10_046334_1	0	c100_3987	c97.5_2777	c95_1781	c92.5_1230	c90_866	c87.5_623	c85_433	c82.5_311	c80_222
CE_R_09_0154	0	c100_3987	c97.5_2777	c95_1781	c92.5_1230	c90_866	c87.5_623	c85_433	c82.5_311	c80_222
CE_R_09_0160	0	c100_3987	c97.5_2777	c95_1781	c92.5_1230	c90_866	c87.5_623	c85_433	c82.5_311	c80_222
CE_R_09_0176	0	c100_3987	c97.5_2777	c95_1781	c92.5_1230	c90_866	c87.5_623	c85_433	c82.5_311	c80_222
38_10_1	0	c100_3987	c97.5_2777	c95_1781	c92.5_1230	c90_866	c87.5_623	c85_433	c82.5_311	c80_222
C_151	0	c100_3984	c97.5_2775	c95_1781	c92.5_1230	c90_866	c87.5_623	c85_433	c82.5_311	c80_222
CE_R_09_0152	0	c100_3984	c97.5_2775	c95_1781	c92.5_1230	c90_866	c87.5_623	c85_433	c82.5_311	c80_222
08_1723	0	c100_3984	c97.5_2775	c95_1781	c92.5_1230	c90_866	c87.5_623	c85_433	c82.5_311	c80_222
06_4098	0	c100_3984	c97.5_2775	c95_1781	c92.5_1230	c90_866	c87.5_623	c85_433	c82.5_311	c80_222
CE_R_11_0298	0	c100_3984	c97.5_2775	c95_1781	c92.5_1230	c90_866	c87.5_623	c85_433	c82.5_311	c80_222
1208	0	c100_4006	c97.5_2787	c95_1787	c92.5_1232	c90_866	c87.5_623	c85_433	c82.5_311	c80_222
1229	0	c100_4006	c97.5_2787	c95_1787	c92.5_1232	c90_866	c87.5_623	c85_433	c82.5_311	c80_222
CE_R_10_0197	0	c100_4004	c97.5_2786	c95_1787	c92.5_1232	c90_866	c87.5_623	c85_433	c82.5_311	c80_222
CE_R_09_0346	0	c100_4003	c97.5_2786	c95_1787	c92.5_1232	c90_866	c87.5_623	c85_433	c82.5_311	c80_222
CA99CN070024	0	c100_4009	c97.5_2789	c95_1788	c92.5_1233	c90_866	c87.5_623	c85_433	c82.5_311	c80_222
C_1089	0	c100_4017	c97.5_2794	c95_1792	c92.5_1236	c90_867	c87.5_624	c85_434	c82.5_311	c80_222
CE_R_09_0515	0	c100_4029	c97.5_2803	c95_1799	c92.5_1242	c90_871	c87.5_627	c85_436	c82.5_312	c80_222
CE_R_09_0135	0	c100_4074	c97.5_2836	c95_1821	c92.5_1257	c90_884	c87.5_636	c85_445	c82.5_319	c80_227
10_0786	0	c100_4088	c97.5_2850	c95_1834	c92.5_1267	c90_893	c87.5_645	c85_451	c82.5_324	c80_231
C_953	0	c100_4087	c97.5_2849	c95_1833	c92.5_1267	c90_893	c87.5_645	c85_451	c82.5_324	c80_231
C_1216	0	c100_4089	c97.5_2851	c95_1835	c92.5_1267	c90_893	c87.5_645	c85_451	c82.5_324	c80_231
Cry_609	0	c100_4085	c97.5_2847	c95_1831	c92.5_1265	c90_891	c87.5_643	c85_450	c82.5_323	c80_230
Cry_613	0	c100_4084	c97.5_2846	c95_1830	c92.5_1265	c90_891	c87.5_643	c85_450	c82.5_323	c80_230
Cry_610	0	c100_4086	c97.5_2848	c95_1832	c92.5_1266	c90_892	c87.5_644	c85_450	c82.5_323	c80_230
10_007008_7	0	c100_3788	c97.5_2647	c95_1705	c92.5_1184	c90_826	c87.5_594	c85_415	c82.5_295	c80_211
10_050016_1	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CA9910579_0008	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CA9910579_0022	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CI_0144	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CI_0146	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CI_0147	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CI_0148	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CI_0324	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CI_0325	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CI_0400	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CI_0941	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CI_0972	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CI_0973	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CI_0974	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CI_1095	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CI_1096	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CI_4316	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CI_4370	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CI_4388	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CE_M_09_2095	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CE_M_09_2096	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CE_M_09_3010	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CE_M_09_3025	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CE_M_09_3026	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CE_M_09_3053	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CE_M_09_3054	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CE_M_09_3070	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CE_M_09_3071	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CE_M_09_3117	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
08_1704	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CA99CN070034	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CE_M_10_2003	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CE_M_10_2037	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CE_M_10_2096	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CE_M_10_2108	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CE_M_10_2113	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CE_M_10_3034	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CE_M_10_3050	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CE_M_10_3051	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CE_R_11_0025	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
AMR_4794	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
AMR_5878	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
AMR_5890	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
AMR_7698	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
AMR_8235	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
Cry_42	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
Cry_44	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CI_6413	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CI_6414	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CI_6415	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CI_6416	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CI_6417	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CI_6419	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
35_5_3	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
C_1139	0	c100_3486	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
C_1141	0	c100_3486	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
AMR_5880	0	c100_3486	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
Cry_154	0	c100_3499	c97.5_2447	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CI_0145	0	c100_3506	c97.5_2450	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
CI_0323	0	c100_3540	c97.5_2468	c95_1599	c92.5_1111	c90_777	c87.5_556	c85_395	c82.5_284	c80_204
CI_0149	0	c100_3513	c97.5_2451	c95_1589	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
AMR_298	0	c100_3502	c97.5_2448	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
AMR_553	0	c100_3502	c97.5_2448	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
C_1143	0	c100_3525	c97.5_2459	c95_1593	c92.5_1105	c90_772	c87.5_553	c85_392	c82.5_282	c80_203
CI_1094	0	c100_4147	c97.5_2899	c95_1876	c92.5_1300	c90_924	c87.5_672	c85_472	c82.5_341	c80_242
10_029296_1	0	c100_3582	c97.5_2498	c95_1621	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
10_029297_1	0	c100_3582	c97.5_2498	c95_1621	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
C080	0	c100_3582	c97.5_2498	c95_1621	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
C_1146	0	c100_3582	c97.5_2498	c95_1621	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
C_1147	0	c100_3582	c97.5_2498	c95_1621	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
CI_0314	0	c100_3582	c97.5_2498	c95_1621	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
CI_0316	0	c100_3582	c97.5_2498	c95_1621	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
CI_0317	0	c100_3582	c97.5_2498	c95_1621	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
CI_0318	0	c100_3582	c97.5_2498	c95_1621	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
CI_0319	0	c100_3582	c97.5_2498	c95_1621	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
CE_M_09_2082	0	c100_3582	c97.5_2498	c95_1621	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
CE_M_09_3009	0	c100_3582	c97.5_2498	c95_1621	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
06_6555	0	c100_3582	c97.5_2498	c95_1621	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
CE_R_10_0203	0	c100_3582	c97.5_2498	c95_1621	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
CI_6407	0	c100_3582	c97.5_2498	c95_1621	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
CI_6408	0	c100_3582	c97.5_2498	c95_1621	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
CI_6409	0	c100_3582	c97.5_2498	c95_1621	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
CI_6410	0	c100_3582	c97.5_2498	c95_1621	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
CI_6411	0	c100_3582	c97.5_2498	c95_1621	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
CI_6412	0	c100_3582	c97.5_2498	c95_1621	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
CI_6424	0	c100_3582	c97.5_2498	c95_1621	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
CI_6427	0	c100_3582	c97.5_2498	c95_1621	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
CI_6428	0	c100_3582	c97.5_2498	c95_1621	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
CI_6429	0	c100_3582	c97.5_2498	c95_1621	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
CI_6430	0	c100_3582	c97.5_2498	c95_1621	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
CI_6437	0	c100_3582	c97.5_2498	c95_1621	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
CI_6438	0	c100_3582	c97.5_2498	c95_1621	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
40_11_1	0	c100_3582	c97.5_2498	c95_1621	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
40_22_1	0	c100_3582	c97.5_2498	c95_1621	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
CE_M_09_2006	0	c100_3586	c97.5_2501	c95_1621	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
C_1009	0	c100_3591	c97.5_2505	c95_1622	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
C_982	0	c100_3591	c97.5_2505	c95_1622	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
C_1210	0	c100_3590	c97.5_2505	c95_1622	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
C_709	0	c100_3538	c97.5_2466	c95_1597	c92.5_1109	c90_775	c87.5_555	c85_394	c82.5_283	c80_203
CE2_R2_11_2047	0	c100_3569	c97.5_2490	c95_1616	c92.5_1124	c90_785	c87.5_562	c85_400	c82.5_286	c80_206
10_021853_15	0	c100_3562	c97.5_2485	c95_1614	c92.5_1124	c90_785	c87.5_562	c85_400	c82.5_286	c80_206
10_021853_16	0	c100_3562	c97.5_2485	c95_1614	c92.5_1124	c90_785	c87.5_562	c85_400	c82.5_286	c80_206
10_021853_17	0	c100_3562	c97.5_2485	c95_1614	c92.5_1124	c90_785	c87.5_562	c85_400	c82.5_286	c80_206
06_4094	0	c100_3562	c97.5_2485	c95_1614	c92.5_1124	c90_785	c87.5_562	c85_400	c82.5_286	c80_206
CE2_R_11_2069	0	c100_3562	c97.5_2485	c95_1614	c92.5_1124	c90_785	c87.5_562	c85_400	c82.5_286	c80_206
C_499	0	c100_3568	c97.5_2489	c95_1615	c92.5_1124	c90_785	c87.5_562	c85_400	c82.5_286	c80_206
CAMPY2528_2012_198	0	c100_3568	c97.5_2489	c95_1615	c92.5_1124	c90_785	c87.5_562	c85_400	c82.5_286	c80_206
10_021853_10	0	c100_3567	c97.5_2489	c95_1615	c92.5_1124	c90_785	c87.5_562	c85_400	c82.5_286	c80_206
10_021853_14	0	c100_3567	c97.5_2489	c95_1615	c92.5_1124	c90_785	c87.5_562	c85_400	c82.5_286	c80_206
10_021853_12	0	c100_3577	c97.5_2494	c95_1618	c92.5_1125	c90_785	c87.5_562	c85_400	c82.5_286	c80_206
10_021853_13	0	c100_3576	c97.5_2494	c95_1618	c92.5_1125	c90_785	c87.5_562	c85_400	c82.5_286	c80_206
10_021853_11	0	c100_3816	c97.5_2671	c95_1720	c92.5_1197	c90_838	c87.5_605	c85_425	c82.5_305	c80_217
Cry_593	0	c100_3815	c97.5_2670	c95_1719	c92.5_1196	c90_837	c87.5_604	c85_424	c82.5_304	c80_217
Cry_612	0	c100_3409	c97.5_2377	c95_1550	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
CHSK_I_191	0	c100_3814	c97.5_2669	c95_1718	c92.5_1195	c90_836	c87.5_603	c85_424	c82.5_304	c80_217
CHSK_I_47	0	c100_3813	c97.5_2669	c95_1718	c92.5_1195	c90_836	c87.5_603	c85_424	c82.5_304	c80_217
10_0768	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
C_1068	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
C_175	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
C_852	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
CE_R_09_0229	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
CA99CN070015	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
CA99CN070018	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
CE_R2_11_0260	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
CE_R_10_0247	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
CHSK_I_104	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
CHSK_I_105	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
CHSK_I_107	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
CHSK_I_111	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
CHSK_I_120	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
CHSK_I_121	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
CHSK_I_122	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
CHSK_I_123	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
CHSK_I_139	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
CHSK_I_143	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
CHSK_I_154	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
CHSK_I_163	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
CHSK_I_165	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
CHSK_I_169	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
CHSK_I_171	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
CHSK_I_182	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
CHSK_I_184	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
CHSK_I_188	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
CHSK_I_193	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
CHSK_I_60	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
CHSK_I_63	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
CHSK_I_70	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
CHSK_I_82	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
CHSK_I_83	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
CHSK_I_84	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
CHSK_I_85	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
CHSK_I_87	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
CHSK_I_89	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
CHSK_I_98	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
Cry_548	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
Cry_569	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
Cry_590	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
Cry_592	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
Cry_595	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
CAMPY2528_2012_82	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
10_0757	0	c100_3396	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
CHSK_I_72	0	c100_3396	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
CHSK_I_80	0	c100_3396	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
37_1_3	0	c100_3396	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
37_3_1	0	c100_3396	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
Cry_568	0	c100_3400	c97.5_2370	c95_1548	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
CHSK_I_62	0	c100_3405	c97.5_2374	c95_1549	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
CHSK_I_73	0	c100_3392	c97.5_2366	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
Cry_575	0	c100_3407	c97.5_2375	c95_1549	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
C779	0	c100_4792	c97.5_3318	c95_2128	c92.5_1465	c90_1031	c87.5_744	c85_515	c82.5_373	c80_261
